frame_ms,scenario_ms,game_ms,render_ms,gpu_ms
0.8266,0.0005,1.0775,1.2327,0.3417
18.6568,0.0008,13.9375,1.3791,0.3708
1.7520,0.0004,3.9483,1.3791,0.3708
1.0288,0.0003,1.6630,1.4931,0.3708
0.8635,0.0003,0.9526,1.0401,0.4545
1.0908,0.0003,0.8418,1.0840,0.4441
1.1685,0.0003,1.1267,1.4841,0.4606
1.3091,0.0003,0.8007,1.2639,0.4488
1.3570,0.0004,0.9196,1.3736,0.4488
1.2511,0.0004,0.9156,1.2642,0.4413
1.2729,0.0004,0.9047,1.1017,0.4413
1.5162,0.0005,0.7911,1.5753,0.4865
1.5543,0.0004,0.8551,1.6447,0.4528
1.3549,0.0003,0.7833,1.3503,0.4733
1.4319,0.0003,0.7071,1.4057,0.4610
1.2975,0.0006,0.6703,1.2821,0.3610
1.2571,0.0004,0.7633,1.2963,0.3632
1.4773,0.0003,0.7582,1.3548,0.3545
0.9317,0.0003,0.8023,1.1827,0.3545
1.2950,0.0004,0.6861,1.1402,0.3663
1.3272,0.0003,0.7187,1.4536,0.3671
1.1040,0.0002,0.6881,1.1196,0.3537
1.0445,0.0003,0.6806,1.0423,0.3660
1.1389,0.0003,0.8996,1.0189,0.3660
1.5422,0.0005,0.6562,1.2962,0.3669
1.3327,0.0004,0.9314,1.6613,0.3745
1.1276,0.0003,0.7878,1.1431,0.3745
1.3222,0.0004,0.6198,1.1003,0.3675
1.0856,0.0004,0.9111,1.1782,0.3675
1.7253,0.0004,0.6683,1.7402,0.3596
1.1297,0.0004,0.7340,1.2178,0.3616
1.2851,0.0003,0.6616,1.1848,0.3692
0.8452,0.0003,0.7518,0.8550,0.3692
1.7579,0.0004,0.7144,1.8378,0.3584
1.0861,0.0003,0.6896,1.0908,0.3807
0.8981,0.0003,0.6980,0.8967,0.3807
1.1060,0.0003,0.6625,1.0231,0.3734
1.3113,0.0003,0.6399,1.2831,0.3549
1.4054,0.0005,0.7359,1.4518,0.3790
1.0473,0.0003,0.6875,1.0524,0.3790
1.1170,0.0003,0.6957,1.1221,0.3560
1.2241,0.0004,0.6923,1.2236,0.3686
1.1480,0.0004,0.6569,1.0750,0.3686
1.2546,0.0004,0.6632,1.3163,0.3737
1.4479,0.0007,0.6489,1.3945,0.3614
1.3922,0.0003,0.8019,1.2084,0.3882
1.1623,0.0003,0.9525,1.2631,0.3681
1.2747,0.0003,0.7427,1.3170,0.3649
1.0138,0.0003,0.7346,1.0043,0.3516
0.9391,0.0003,0.9777,1.0433,0.3516
1.1174,0.0003,0.6274,1.0598,0.3563
1.3382,0.0004,0.6122,1.2013,0.3599
1.7276,0.0005,0.9338,1.6210,0.3803
1.1296,0.0004,0.9346,1.2995,0.3803
1.7064,0.0004,0.6822,1.7935,0.3639
1.0994,0.0004,0.6964,1.0983,0.3639
3.0155,0.0004,0.7162,2.1118,0.3639
1.3109,0.0006,0.7815,2.1827,0.3696
1.1713,0.0005,0.9067,1.1592,0.3802
1.3348,0.0005,0.8524,1.1902,0.3503
0.9476,0.0006,0.9204,1.0311,0.3503
1.3401,0.0004,0.7340,1.4277,0.3552
1.0503,0.0004,0.6795,1.0438,0.3631
1.1656,0.0008,0.6425,1.0266,0.3631
1.3556,0.0004,0.7920,1.3640,0.3762
1.4776,0.0004,0.9360,1.5062,0.3721
1.8969,0.0004,0.7975,1.2818,0.3616
1.7023,0.0004,0.8448,2.3194,0.3770
1.0814,0.0004,0.8290,1.1422,0.3605
1.2000,0.0004,0.7681,0.9442,0.3620
1.0647,0.0005,1.0642,1.3082,0.3620
1.5640,0.0003,0.9197,1.5396,0.3618
1.1505,0.0004,0.6755,1.1581,0.3675
0.9456,0.0004,0.7470,0.9108,0.3675
1.2272,0.0004,0.6633,1.2512,0.3648
1.0771,0.0004,0.7715,1.0836,0.3527
1.6700,0.0005,0.7452,1.2905,0.3762
1.9439,0.0005,0.9500,2.2577,0.3782
1.4065,0.0005,0.8912,1.4349,0.3561
1.4524,0.0004,0.8752,1.3698,0.3619
0.8502,0.0004,0.9091,0.8876,0.3619
1.6665,0.0004,0.7224,1.7044,0.3499
1.3229,0.0003,0.7632,1.2896,0.3550
1.2454,0.0004,0.7551,1.2797,0.3625
1.2171,0.0003,0.6806,1.2019,0.3521
1.0211,0.0004,0.7318,0.8716,0.3521
1.3969,0.0003,0.7167,1.5159,0.3563
1.1817,0.0003,0.6678,1.2079,0.3434
1.1280,0.0004,0.9858,1.0893,0.3428
1.4714,0.0005,0.8671,1.3361,0.3492
1.5210,0.0003,0.8470,1.5288,0.3559
1.4676,0.0004,0.9552,1.5337,0.3425
0.9474,0.0004,0.8855,0.8848,0.3425
1.8954,0.0004,0.7795,1.9460,0.3584
1.7720,0.0004,0.7549,1.8344,0.3603
1.2976,0.0004,0.7889,1.3037,0.3538
1.2229,0.0004,0.7721,1.1770,0.3450
0.9781,0.0004,0.7666,1.0321,0.3450
1.7372,0.0004,0.6455,1.6542,0.3580
0.8602,0.0003,0.8031,0.7775,0.3580
1.4907,0.0006,0.7363,1.4560,0.3489
1.5922,0.0006,0.8855,1.6618,0.3628
1.7353,0.0006,0.9611,1.6813,0.3628
1.8776,0.0004,1.1928,1.8226,0.3626
1.3670,0.0004,1.6416,1.3914,0.3604
1.5685,0.0007,0.9051,1.6325,0.3512
1.2997,0.0005,0.9418,1.2090,0.3663
1.7989,0.0010,0.9322,1.9076,0.3376
1.4356,0.0007,0.9032,1.4185,0.3561
1.3056,0.0006,0.8621,1.3396,0.3367
1.3049,0.0004,0.8581,1.2727,0.3544
1.2798,0.0003,0.7438,1.3111,0.3544
1.3096,0.0006,0.8479,0.9722,0.3589
1.8256,0.0005,1.0203,2.0369,0.3454
1.4905,0.0003,1.0379,1.6130,0.3753
1.4500,0.0005,0.9060,1.4525,0.3569
1.2840,0.0005,0.8194,1.2832,0.3624
1.2092,0.0004,0.7272,1.1800,0.3482
1.0470,0.0003,0.8047,0.9117,0.3482
1.4364,0.0004,0.7322,1.4620,0.3558
