frame_ms,scenario_ms,game_ms,render_ms,gpu_ms
4.8982,0.0007,4.4656,1.2078,0.3435
26.1517,0.0008,21.5846,1.3908,0.3745
5.6828,0.0008,7.7924,1.7506,0.3745
4.7908,0.0008,5.5215,1.4205,0.4648
4.5832,0.0007,4.7131,1.2967,0.4648
5.8508,0.0010,4.5864,1.3137,0.4573
4.7967,0.0011,5.9529,1.3415,0.4573
12.6382,0.0008,4.6646,1.3415,0.5125
18.0532,0.0009,5.1781,14.3653,0.4703
5.5642,0.0009,6.5785,1.4127,0.4553
5.2658,0.0007,5.3559,1.3582,0.4553
5.2248,0.0011,5.5716,1.5122,0.4662
5.2687,0.0007,4.9599,1.2229,0.3609
4.7720,0.0006,5.1418,1.2056,0.3609
5.0921,0.0009,4.7480,1.2343,0.3529
4.8514,0.0008,5.3036,1.2282,0.3778
5.0060,0.0007,4.5879,1.1980,0.3698
4.9185,0.0007,5.0159,1.1425,0.3617
5.3437,0.0009,5.1727,1.2088,0.3617
4.8648,0.0008,5.0444,1.0936,0.3957
4.4624,0.0009,4.9669,1.1238,0.3581
5.1491,0.0011,4.4629,1.1326,0.3716
4.6258,0.0008,5.1506,1.1935,0.3716
4.4306,0.0006,4.5599,1.1640,0.3569
4.4436,0.0006,4.4124,1.1745,0.3604
5.1219,0.0010,4.5189,1.1328,0.3665
4.6736,0.0008,5.0372,1.3433,0.3665
4.5220,0.0011,4.6777,1.1862,0.3645
5.1750,0.0008,4.4935,1.4147,0.3624
4.5820,0.0009,5.2686,1.0929,0.3782
4.5243,0.0008,4.5686,1.3219,0.3590
4.9213,0.0007,4.5162,1.1093,0.3593
5.2165,0.0006,5.1904,1.1258,0.3773
4.3361,0.0007,4.9382,1.1155,0.3773
4.1427,0.0008,4.2312,0.9695,0.3709
4.0421,0.0007,4.0290,0.9676,0.3562
4.4765,0.0008,4.2164,1.1241,0.3896
4.2122,0.0008,4.4008,0.9614,0.3654
4.0298,0.0005,4.1380,0.9455,0.3543
4.0564,0.0005,3.9743,0.9147,0.3607
4.4624,0.0008,4.3134,1.1285,0.3482
4.1177,0.0007,4.3012,0.9309,0.3652
4.0439,0.0005,4.0795,0.9120,0.3472
4.0626,0.0007,4.0167,0.9621,0.3516
4.7291,0.0007,4.1323,1.0053,0.3592
4.0516,0.0005,4.6456,0.9260,0.3592
4.0761,0.0005,4.1090,0.9057,0.3493
4.2235,0.0010,4.0472,1.0826,0.3665
4.3677,0.0006,4.3563,1.1248,0.3484
4.1045,0.0006,4.2695,0.9198,0.3554
4.1414,0.0006,4.1101,0.9472,0.3772
4.1881,0.0006,4.1132,1.3587,0.3651
4.2472,0.0006,4.2642,0.9456,0.3589
3.9593,0.0007,4.1282,0.8927,0.3606
4.0460,0.0005,3.9543,0.9316,0.3614
4.1379,0.0008,4.0748,1.0045,0.3669
4.8647,0.0008,4.3382,1.0775,0.3564
4.1233,0.0005,4.6891,0.9554,0.3564
4.1322,0.0006,4.1775,0.9408,0.3737
4.4705,0.0008,4.2022,1.1278,0.3548
4.2376,0.0005,4.3930,0.9481,0.3772
4.5996,0.0006,4.1253,1.0048,0.3594
4.1192,0.0005,4.6923,0.9945,0.3594
4.8072,0.0008,4.1755,1.0846,0.3726
4.1212,0.0005,4.7253,0.9657,0.3702
4.6061,0.0005,4.1625,0.9500,0.3656
4.7432,0.0005,4.6177,0.9908,0.3709
4.8037,0.0005,4.8268,1.0483,0.3763
4.2262,0.0004,4.7555,0.9533,0.3763
4.0467,0.0006,4.0957,0.9189,0.3592
4.7488,0.0005,4.0153,0.9124,0.3885
4.6614,0.0006,5.0395,1.2199,0.3885
4.2544,0.0006,4.4862,1.0885,0.3649
4.6938,0.0006,4.2665,1.0304,0.3553
4.4714,0.0008,4.7658,1.3220,0.3553
4.4607,0.0007,4.4616,1.1190,0.3749
4.7525,0.0007,4.3999,1.0003,0.3524
4.0941,0.0004,4.6905,0.9727,0.3524
4.4746,0.0007,4.2630,1.0669,0.3607
4.2202,0.0007,4.3618,0.9392,0.3613
4.1226,0.0006,4.1833,0.9091,0.3519
4.0615,0.0005,4.0421,0.9301,0.3588
4.8176,0.0006,4.1888,1.0941,0.3723
4.1826,0.0006,4.7565,1.0437,0.3723
4.2163,0.0005,4.2250,0.9436,0.3614
4.1430,0.0005,4.2029,0.9173,0.3627
4.4264,0.0007,4.2526,1.1160,0.3580
4.7813,0.0006,4.3497,1.0038,0.3547
4.1376,0.0006,4.6963,0.9517,0.3547
4.1333,0.0006,4.0981,0.9575,0.3574
4.8954,0.0010,4.2015,0.9825,0.3664
4.2039,0.0005,4.8931,1.0304,0.3664
4.6037,0.0009,4.1900,0.9706,0.3811
4.7113,0.0009,4.7108,1.1307,0.3659
4.7918,0.0010,4.6997,1.0313,0.3690
4.6502,0.0007,4.7369,0.9803,0.3609
4.7907,0.0007,4.6217,0.9375,0.3609
4.6810,0.0007,5.0903,1.1609,0.3686
4.7014,0.0005,4.3996,0.9765,0.3599
4.1802,0.0005,4.6409,0.8882,0.3599
4.7191,0.0010,4.1982,1.1008,0.3598
4.7777,0.0006,4.7836,1.0135,0.3601
4.1769,0.0005,4.7020,0.9406,0.3601
4.8555,0.0005,4.1549,0.9543,0.3650
4.5653,0.0007,5.1639,1.1220,0.3650
4.6844,0.0006,4.3291,0.9947,0.3653
4.1537,0.0007,4.5989,0.9405,0.3653
4.1653,0.0007,4.2273,0.9818,0.3555
4.9308,0.0006,4.3421,1.0855,0.3603
4.2355,0.0004,4.7301,0.9699,0.3680
4.4695,0.0005,4.1322,0.9500,0.3514
4.8405,0.0008,4.5322,1.0197,0.3514
4.4386,0.0007,5.0412,1.0679,0.3742
4.5499,0.0006,4.2298,0.9135,0.3644
4.1580,0.0005,4.5509,0.9641,0.3644
4.6212,0.0008,4.4250,1.1810,0.3693
4.1913,0.0005,4.4084,0.9805,0.3702
4.6421,0.0005,4.1290,0.9471,0.3617
4.6349,0.0008,4.6510,0.9575,0.3635
4.3266,0.0006,4.7236,1.1157,0.3635
4.1275,0.0006,4.2588,0.9968,0.3685
5.0274,0.0009,4.2998,1.1390,0.3597
4.4361,0.0008,4.9577,1.1643,0.3597
4.5591,0.0007,4.5043,1.1033,0.3689
4.5149,0.0007,4.5471,1.0600,0.3657
4.6921,0.0007,4.4276,0.9823,0.3604
4.3967,0.0009,4.7268,1.2159,0.3604
4.1655,0.0006,4.2736,0.9290,0.3576
4.3201,0.0009,4.2323,1.1079,0.3509
4.9067,0.0010,4.3989,1.1462,0.3644
4.7220,0.0007,5.1287,1.1318,0.3644
4.3323,0.0007,4.4519,1.0694,0.3578
4.2452,0.0006,4.2990,1.0184,0.3579
4.7345,0.0008,4.2390,0.9705,0.3631
4.6452,0.0007,5.0226,1.0844,0.3816
4.3232,0.0008,4.4127,0.9952,0.3784
4.1261,0.0006,4.2135,0.9265,0.3700
4.7026,0.0009,4.0964,0.9521,0.3666
4.6746,0.0006,4.9082,1.0920,0.3751
4.7826,0.0010,4.5383,0.9972,0.3628
4.1333,0.0009,4.7634,0.9935,0.3628
4.2807,0.0008,4.1371,1.1882,0.3593
4.6032,0.0008,4.2733,0.9972,0.3711
4.0248,0.0004,4.5413,0.8969,0.3711
3.9896,0.0004,3.9687,0.9175,0.3591
4.8168,0.0009,4.1472,1.1633,0.3546
4.6119,0.0009,5.0340,1.1899,0.3609
4.2433,0.0004,4.3658,0.9677,0.3752
4.9661,0.0010,4.1868,1.0093,0.3575
4.5335,0.0008,5.2024,1.1648,0.3656
4.1577,0.0007,4.3305,0.9599,0.3674
4.1462,0.0005,4.1234,0.9456,0.3678
4.1629,0.0008,4.1841,1.3089,0.3616
4.4876,0.0006,4.2943,1.0768,0.3653
4.2528,0.0006,4.3804,1.0289,0.3500
4.1604,0.0004,4.2542,0.9515,0.3620
4.4251,0.0009,4.1369,1.1412,0.3538
4.2616,0.0004,4.4271,1.0017,0.3602
4.5254,0.0005,4.1891,0.9188,0.3695
4.4171,0.0004,4.5110,0.9626,0.3695
4.6112,0.0007,4.6969,1.3959,0.3535
4.1957,0.0006,4.4012,0.9818,0.3673
4.3233,0.0006,4.2470,0.9376,0.3454
4.6143,0.0008,4.2477,0.9576,0.3586
4.2527,0.0005,4.6783,1.0097,0.3586
4.1907,0.0005,4.1840,0.9878,0.3886
3.9745,0.0004,4.1088,0.9835,0.3619
4.3527,0.0007,4.1818,1.0633,0.3742
5.2841,0.0008,4.5714,1.2259,0.3662
5.0076,0.0007,5.1241,1.1523,0.3649
4.2014,0.0007,4.8660,0.9940,0.3649
4.2471,0.0007,4.1428,1.1135,0.3652
4.3682,0.0005,4.4070,0.9789,0.3682
4.5070,0.0006,4.1658,0.8825,0.3601
4.1466,0.0004,4.5533,0.9465,0.3601
4.4218,0.0009,4.2129,1.1035,0.3652
4.1984,0.0007,4.4013,0.9979,0.3715
4.1212,0.0005,4.1391,1.0088,0.3530
4.1322,0.0006,4.1280,0.9222,0.3604
4.5292,0.0011,4.2826,1.1768,0.3528
4.1868,0.0004,4.4185,0.9379,0.3670
4.7130,0.0006,4.2440,1.1633,0.3549
4.7384,0.0006,4.7273,0.9632,0.3563
4.4166,0.0008,4.7413,1.1041,0.3563
4.7370,0.0008,4.4001,0.9656,0.3580
4.6698,0.0006,4.6824,1.0288,0.3705
4.2432,0.0007,4.6998,1.0112,0.3705
4.4272,0.0007,4.2971,1.1186,0.3530
4.9807,0.0007,4.4488,1.1792,0.3740
4.2946,0.0005,4.9259,0.9960,0.3740
4.4885,0.0007,4.2747,1.1710,0.3607
4.2915,0.0005,4.4823,1.0295,0.3782
4.2628,0.0005,4.2648,1.0074,0.3531
4.1442,0.0005,4.2067,0.9741,0.3519
4.3519,0.0006,4.2517,1.0713,0.3638
4.1704,0.0005,4.2390,0.9954,0.3724
4.1958,0.0006,4.2304,0.9227,0.3561
4.4921,0.0005,4.1164,0.9314,0.3644
4.4132,0.0006,4.5926,1.0664,0.3644
4.7075,0.0007,4.4038,1.0186,0.3646
4.1349,0.0005,4.6331,0.9663,0.3646
4.0943,0.0006,4.1040,0.9329,0.3643
4.8268,0.0007,4.2190,1.0840,0.3717
4.1578,0.0005,4.8086,0.9330,0.3717
4.1232,0.0005,4.0381,0.9253,0.3554
4.0812,0.0008,4.1234,0.9237,0.3615
5.0037,0.0011,4.3187,1.1359,0.3681
4.2495,0.0005,4.8480,1.0163,0.3749
4.7319,0.0008,4.2510,1.0086,0.3642
5.1438,0.0007,4.7018,1.0958,0.3985
4.8777,0.0010,5.2828,1.0709,0.3619
4.3542,0.0009,4.8132,1.0575,0.3619
4.8067,0.0009,4.3589,1.0665,0.3582
4.5788,0.0007,4.9748,1.1107,0.3501
4.1731,0.0005,4.2957,0.9392,0.3666
4.0387,0.0004,4.1568,0.9155,0.3830
4.1535,0.0005,4.0698,0.9951,0.3631
4.7870,0.0008,4.2105,0.9987,0.3723
4.5477,0.0007,4.7314,0.9384,0.3693
4.6723,0.0007,4.4689,0.9854,0.3635
4.4684,0.0007,4.8423,1.1744,0.3635
4.2619,0.0004,4.4528,0.9901,0.3782
4.1216,0.0005,4.1871,0.9360,0.3723
4.6663,0.0007,4.1936,0.9485,0.3633
4.9674,0.0008,4.8193,1.0990,0.3633
4.1074,0.0005,4.7061,0.9396,0.3693
4.6732,0.0006,4.0944,1.0410,0.3548
4.0573,0.0004,4.6814,0.9584,0.3548
4.4339,0.0008,4.2222,1.1015,0.3659
4.1639,0.0004,4.2975,0.9674,0.3635
4.3838,0.0006,4.3548,1.0107,0.3514
4.1305,0.0007,4.1793,0.9604,0.3716
4.7951,0.0006,4.2056,1.0235,0.3544
4.1538,0.0006,4.7939,1.0281,0.3544
4.1597,0.0008,4.0455,0.9405,0.3517
4.7401,0.0008,4.1970,0.9194,0.3655
4.8086,0.0005,4.8502,1.0777,0.3688
4.2333,0.0007,4.7486,0.9878,0.3688
4.0794,0.0009,4.1698,0.9126,0.3568
4.2908,0.0006,4.1345,1.0242,0.3696
4.2397,0.0006,4.3070,0.9577,0.3605
4.7331,0.0008,4.1855,1.0180,0.3693
4.1315,0.0005,4.7510,0.9253,0.3693
4.4690,0.0007,4.2268,1.0906,0.3527
4.5584,0.0010,4.5493,1.1713,0.3785
4.7179,0.0008,4.5327,1.1208,0.3772
4.5672,0.0011,4.7317,1.2149,0.3709
4.7253,0.0011,4.6368,1.2724,0.3625
4.6526,0.0008,4.6939,1.2015,0.3621
