frame_ms,scenario_ms,game_ms,render_ms,gpu_ms
0.8282,0.0003,0.7577,0.9375,0.3449
21.9720,0.0011,17.2626,1.3309,0.3669
1.6679,0.0005,3.9451,1.3309,0.3669
0.9476,0.0006,1.5405,1.4152,0.3669
0.7358,0.0003,0.8233,0.9414,0.4581
1.4665,0.0003,0.7481,1.5971,0.4662
1.4135,0.0004,0.7800,1.3775,0.4573
1.3902,0.0004,0.8362,1.3950,0.4741
1.3683,0.0003,0.7734,1.3991,0.4435
1.4437,0.0003,0.7511,1.4042,0.4486
1.0844,0.0004,0.7571,1.2312,0.4552
1.3115,0.0004,0.6568,1.3043,0.4458
1.3432,0.0003,0.6542,1.3214,0.4607
1.2593,0.0003,0.9618,1.2552,0.4503
1.2472,0.0003,0.7167,1.2619,0.3630
1.1918,0.0004,0.6483,0.8868,0.3630
1.0817,0.0003,0.7293,1.3729,0.3721
1.1825,0.0003,0.6506,1.1464,0.3610
1.0009,0.0003,0.6351,0.9934,0.3675
1.1295,0.0004,0.6817,1.1692,0.3803
1.2773,0.0004,0.6177,1.1351,0.3579
0.9062,0.0004,0.8207,1.0381,0.3579
1.1271,0.0004,0.7375,1.1275,0.3648
1.1382,0.0003,0.6429,0.9123,0.3704
1.0812,0.0004,0.8157,1.1379,0.3704
1.3454,0.0003,0.8612,1.4508,0.3630
1.1330,0.0004,0.6721,1.1873,0.3624
1.0973,0.0003,0.6311,1.0858,0.3624
1.1396,0.0004,0.6601,1.0929,0.3551
1.4007,0.0006,0.6735,1.1459,0.3540
1.5403,0.0004,0.9754,1.7217,0.3988
1.5001,0.0006,1.3342,1.3233,0.3621
1.0596,0.0003,0.9761,1.1950,0.3621
1.1451,0.0003,0.6713,1.2820,0.3598
1.1235,0.0004,0.6584,1.0000,0.3558
1.0369,0.0003,0.8078,1.0440,0.3664
1.1646,0.0003,0.9038,1.0451,0.3664
1.2577,0.0004,0.6705,1.4434,0.3753
1.2147,0.0004,0.6432,1.1050,0.3696
1.4477,0.0003,0.6592,1.2890,0.3820
1.0025,0.0003,0.9737,1.2436,0.3820
1.1647,0.0004,0.9010,1.1592,0.3744
1.1684,0.0003,0.6875,1.2023,0.3606
1.6630,0.0004,0.6994,1.3841,0.3949
1.6095,0.0004,0.8273,1.8666,0.3704
1.2199,0.0003,0.7144,1.2431,0.3576
1.2008,0.0005,0.6680,1.1975,0.3757
0.9037,0.0004,0.6457,0.7287,0.3757
1.1225,0.0003,0.5746,1.2917,0.3531
1.1378,0.0004,0.6266,1.0912,0.3655
1.2028,0.0005,0.6848,1.0091,0.3710
0.9138,0.0003,0.7725,1.1534,0.3710
1.2354,0.0003,0.6187,1.1037,0.3650
1.0828,0.0003,0.7225,1.0252,0.3650
1.1456,0.0003,0.6524,1.3037,0.3583
1.1132,0.0003,0.6310,1.0020,0.3688
2.0402,0.0005,0.6263,2.0616,0.3640
1.4112,0.0004,0.7958,1.3540,0.3578
1.2266,0.0004,1.0036,0.8815,0.3502
0.6389,0.0003,1.1308,1.0955,0.3502
1.3115,0.0003,0.5912,1.2187,0.3381
0.9202,0.0003,0.6961,1.0365,0.3381
1.3824,0.0003,0.6744,1.1092,0.3615
1.1996,0.0003,0.8369,1.2046,0.3491
0.7447,0.0003,1.1530,1.0054,0.3491
1.2416,0.0004,0.6155,1.0528,0.3719
1.0227,0.0003,0.7448,1.1991,0.3607
1.1788,0.0004,0.7051,0.9977,0.3397
0.9819,0.0003,0.9080,1.1617,0.3397
1.1339,0.0003,0.7431,1.0282,0.3319
1.2627,0.0003,0.7628,1.1677,0.3648
1.7583,0.0004,0.8601,1.0853,0.3805
1.0555,0.0003,1.0222,1.8972,0.3435
0.9930,0.0003,0.8803,0.9876,0.3435
1.1896,0.0004,0.8750,1.1968,0.3440
1.1125,0.0003,0.6510,1.0681,0.3579
1.2624,0.0003,0.6233,1.1764,0.3476
1.5020,0.0003,0.9454,1.5683,0.3519
1.2910,0.0003,0.7812,1.3255,0.3551
1.2254,0.0003,0.6844,1.2319,0.3453
1.1924,0.0003,0.6001,1.1921,0.3515
1.4706,0.0004,0.6373,1.2953,0.3442
0.8548,0.0003,0.9137,0.7117,0.3489
0.9297,0.0003,0.7251,1.2446,0.3489
1.0306,0.0004,0.6547,0.9827,0.3417
1.5321,0.0004,0.8064,1.4898,0.3508
0.9596,0.0004,0.8247,0.9343,0.3508
1.2940,0.0004,0.7314,1.2342,0.3456
1.0346,0.0003,0.7699,1.1777,0.3538
1.2716,0.0003,0.6056,0.9853,0.3681
