frame_ms,scenario_ms,game_ms,render_ms,gpu_ms
1.0497,0.0004,0.6460,0.9381,0.3573
21.4403,0.0008,16.9606,1.4030,0.3623
1.8066,0.0006,3.8551,1.4428,0.3623
1.1223,0.0004,1.7282,1.4428,0.3623
1.1826,0.0006,1.0543,1.6064,0.4486
1.7179,0.0005,1.0211,1.7035,0.4882
1.4319,0.0004,0.9428,1.4308,0.4386
1.4181,0.0004,1.1757,0.8680,0.4523
0.8812,0.0004,1.2683,1.3486,0.4443
1.1732,0.0003,0.8349,1.3485,0.4443
1.3060,0.0004,0.7284,1.3955,0.4536
1.1587,0.0006,0.7430,0.9820,0.4482
1.3258,0.0008,1.0356,1.3373,0.4503
1.3384,0.0004,1.0901,0.9043,0.4483
1.0469,0.0004,1.4174,0.8708,0.3601
1.0848,0.0004,1.0245,0.9049,0.3544
0.7124,0.0003,1.0078,1.0640,0.3544
1.0915,0.0004,0.6403,1.1884,0.3649
1.8433,0.0003,0.6543,1.4849,0.3930
1.3078,0.0007,0.9063,1.5739,0.3930
1.4950,0.0005,0.9208,1.4319,0.3715
1.3191,0.0004,0.7830,1.4011,0.3771
0.9182,0.0004,0.9494,0.9981,0.3771
1.3991,0.0004,0.7489,1.3763,0.3570
1.0721,0.0004,0.8195,0.9112,0.3616
0.9525,0.0004,0.9653,1.1410,0.3616
1.2276,0.0007,0.8246,1.0508,0.3609
1.4398,0.0005,0.7002,1.5172,0.3540
1.2299,0.0005,0.8223,1.2849,0.3600
1.3279,0.0005,0.6940,1.1087,0.3504
1.4274,0.0005,0.8934,1.4514,0.3615
1.6636,0.0005,0.9437,1.6649,0.3871
1.2460,0.0004,0.8904,1.4649,0.3575
1.3169,0.0003,0.7107,1.2271,0.3575
1.2372,0.0003,0.6548,1.2352,0.3682
1.3194,0.0004,0.7139,1.4042,0.3646
1.1780,0.0003,0.6805,1.1547,0.3612
1.1297,0.0004,0.7839,1.1379,0.3688
1.1597,0.0004,0.6819,1.0894,0.3688
1.0918,0.0003,0.6633,1.1655,0.3615
1.3115,0.0005,0.6896,1.2152,0.3775
1.2440,0.0004,0.8294,1.3099,0.3633
1.2342,0.0004,0.6894,1.2491,0.3560
1.0963,0.0006,0.7985,1.0451,0.3597
1.3377,0.0008,0.9831,1.1014,0.3597
1.5807,0.0006,1.0641,1.8058,0.3958
1.0642,0.0004,1.0501,0.9455,0.3632
1.2495,0.0005,0.7410,1.4076,0.3658
