frame_ms,scenario_ms,game_ms,render_ms,gpu_ms
2.4244,0.0005,1.8631,1.7054,1.0467
20.9255,0.0010,17.6249,1.3772,1.0403
2.1685,0.0008,4.0580,1.2504,1.0403
1.3352,0.0007,2.0665,1.2504,1.0403
1.2782,0.0008,1.3086,1.0596,1.4665
1.2360,0.0011,1.2507,0.9700,1.4665
1.8167,0.0006,1.2333,1.0338,1.4458
1.3844,0.0007,1.8834,1.5529,1.4795
1.1614,0.0004,1.2917,0.9449,1.4359
3.4893,0.0005,1.1090,3.5033,2.2490
1.6057,0.0005,1.2156,1.5069,1.4396
1.8410,0.0008,1.3751,2.1003,1.4607
2.8123,0.0007,1.6505,1.6193,2.6061
2.2001,0.0005,1.3648,2.5151,1.4245
1.9222,0.0004,1.7464,1.9539,1.4080
1.1822,0.0005,1.7750,1.7762,1.0905
1.5066,0.0004,1.1268,1.4549,1.0931
1.5275,0.0005,1.1031,1.5189,1.1070
1.4514,0.0004,1.0616,1.5310,1.1035
1.3763,0.0004,1.0272,1.7013,0.7773
3.6325,0.0008,1.0111,3.2162,1.7298
1.6757,0.0006,1.3135,1.5262,0.3984
1.4270,0.0005,1.3470,1.8391,0.3866
1.8218,0.0004,1.1368,1.8151,0.3911
1.2628,0.0004,1.0970,1.1262,0.3726
1.1282,0.0003,1.3908,0.7379,0.3628
0.8900,0.0003,0.9734,1.1899,0.3673
1.5746,0.0005,0.8674,1.5698,0.3826
1.2222,0.0004,0.9911,1.2213,0.3837
1.4135,0.0005,0.9813,1.3332,0.3612
1.2192,0.0005,1.0554,1.2542,0.3647
1.3125,0.0005,1.1897,1.0762,0.3457
1.4571,0.0004,1.5120,0.9109,0.3846
1.4014,0.0004,1.2150,1.4010,0.3751
1.3576,0.0003,1.5213,0.9001,0.3681
1.3984,0.0004,1.2315,1.8724,0.3773
1.1545,0.0004,1.3537,1.0664,0.3648
1.2654,0.0004,1.0503,1.2721,0.3537
1.7747,0.0003,0.9959,1.8385,0.3700
1.1506,0.0003,0.9417,1.1788,0.3507
0.9604,0.0003,0.9906,0.8428,0.3711
1.0933,0.0031,0.9483,1.0640,0.3575
1.6588,0.0004,0.9237,1.7831,0.3485
1.2321,0.0004,0.9505,1.2442,0.3720
1.2255,0.0006,1.0630,0.9572,0.3720
1.8655,0.0006,1.1911,2.0785,0.3984
1.4522,0.0007,1.1227,1.3509,0.3651
1.3630,0.0007,1.2691,1.3675,0.3606
1.1459,0.0008,1.1909,1.2441,0.3632
1.2176,0.0004,1.0312,1.2446,0.3628
1.1560,0.0004,0.9932,1.1410,0.3596
1.2326,0.0005,1.0483,0.7568,0.3632
1.3088,0.0006,1.1034,1.6930,0.3580
1.2722,0.0005,0.9784,1.2776,0.3566
1.2621,0.0004,0.9147,1.2412,0.3571
1.2555,0.0004,0.9677,1.2533,0.3641
1.0344,0.0005,0.9866,0.8789,0.3685
1.3996,0.0004,0.9283,1.4929,0.3685
1.5443,0.0004,1.2527,1.3943,0.3882
1.6677,0.0004,1.1890,1.8222,0.3595
1.1901,0.0005,1.0340,1.2192,0.3634
1.2052,0.0004,1.0224,1.1992,0.3513
0.9385,0.0004,0.9453,0.7845,0.3607
1.2760,0.0003,0.9627,1.3007,0.3505
1.2260,0.0003,0.9916,1.2374,0.3511
1.6979,0.0004,0.9722,1.8084,0.3616
1.3030,0.0004,0.9445,1.2192,0.3616
1.3475,0.0005,1.0536,1.1820,0.3752
1.1185,0.0004,1.3334,1.2522,0.3752
1.3649,0.0006,0.9495,1.2824,0.3716
1.9497,0.0005,1.3252,1.9453,0.3887
1.2878,0.0008,1.3968,1.2080,0.3964
1.1326,0.0007,1.2251,1.0884,0.3817
1.6408,0.0005,1.0977,1.8948,0.3692
1.4338,0.0005,1.0917,1.4045,0.3630
1.2344,0.0004,1.1113,1.2871,0.3649
1.2380,0.0004,1.0003,1.2472,0.3664
1.2809,0.0006,1.0212,1.2446,0.3651
1.2842,0.0004,0.9779,1.2987,0.3699
1.0463,0.0005,1.0657,0.7515,0.3620
1.0357,0.0004,0.9834,1.3147,0.3722
1.1956,0.0008,0.9274,1.1044,0.3454
1.7940,0.0008,1.2742,1.5143,0.3877
1.3975,0.0005,1.4803,1.7241,0.3877
1.0742,0.0005,1.2153,1.0787,0.3827
1.2937,0.0006,1.0096,1.0401,0.3478
1.1245,0.0005,1.3479,1.1739,0.3583
1.3439,0.0004,1.1630,1.1369,0.3706
0.9785,0.0004,1.1961,0.9192,0.3679
1.2213,0.0004,0.9524,1.2443,0.3690
1.2302,0.0004,1.0061,1.3515,0.3512
1.4912,0.0004,1.0587,1.4066,0.3590
1.0210,0.0006,1.2562,1.0448,0.3548
1.8439,0.0005,0.9354,1.7075,0.3825
1.2878,0.0006,1.4780,1.2342,0.3658
1.8570,0.0008,1.3085,1.3283,0.3757
1.4626,0.0007,1.9241,1.6267,0.3631
1.6652,0.0008,1.4982,1.0896,0.3563
1.1655,0.0008,1.5224,0.9500,0.3621
1.1139,0.0006,1.1094,0.9039,0.3621
1.1127,0.0008,1.0673,0.8316,0.3778
1.0857,0.0004,1.1109,1.4904,0.3741
1.2997,0.0005,0.9564,1.2750,0.3665
1.3446,0.0004,1.1201,1.3300,0.3727
1.5207,0.0005,1.0721,0.8198,0.3607
1.2695,0.0007,1.6104,1.6445,0.3656
1.2372,0.0005,1.1943,1.5334,0.3620
1.2732,0.0005,1.1204,1.0718,0.3620
2.1985,0.0007,1.2472,2.3504,0.3492
1.2978,0.0005,1.3237,1.0899,0.3674
1.0233,0.0004,1.1983,1.0097,0.3804
1.0955,0.0004,0.9887,1.2266,0.3804
1.9041,0.0006,1.1262,1.9313,0.3767
1.1496,0.0004,1.0886,1.2343,0.3643
1.2042,0.0004,1.0650,1.1918,0.3637
1.3461,0.0006,1.0586,1.3266,0.3686
1.4474,0.0008,1.1569,1.3509,0.3708
1.3014,0.0006,1.1490,1.3530,0.3599
1.2888,0.0007,1.1185,1.3214,0.3656
1.5800,0.0006,1.1798,1.4499,0.3588
1.3613,0.0006,1.3241,1.0202,0.3783
1.2455,0.0004,1.3096,1.5038,0.3624
1.2068,0.0005,1.2052,1.1642,0.3717
1.5457,0.0006,1.2505,1.7150,0.3673
1.5191,0.0004,1.2100,1.3875,0.3558
1.4460,0.0004,1.5776,1.1813,0.3692
1.7050,0.0005,1.5396,1.3731,0.3587
1.5518,0.0007,1.7545,1.5793,0.3553
1.4176,0.0008,1.5204,1.5390,0.3729
1.6329,0.0008,1.3871,1.9426,0.3544
1.8066,0.0005,1.6042,1.4359,0.3705
1.6455,0.0004,1.8254,1.8544,0.3731
1.3462,0.0007,1.3794,1.4375,0.3645
1.5607,0.0009,1.2230,1.4867,0.3613
1.5296,0.0005,1.6146,1.4088,0.3615
1.8411,0.0010,1.3904,1.8397,0.3500
1.5768,0.0009,1.8568,1.4172,0.3701
1.2861,0.0006,1.5052,1.5978,0.3696
1.6015,0.0005,1.2379,1.7439,0.3676
1.3960,0.0004,1.1164,1.4020,0.3742
1.4314,0.0006,1.1942,1.4231,0.3714
1.4221,0.0005,1.1132,1.3930,0.3745
1.3686,0.0005,1.2652,1.1470,0.3723
1.1329,0.0004,1.3161,1.3428,0.3725
1.3950,0.0004,1.1187,1.2862,0.3678
1.5098,0.0004,1.0907,1.3091,0.3681
1.1006,0.0008,1.3608,1.2854,0.3513
1.7554,0.0004,0.9999,1.8920,0.3705
1.3708,0.0006,1.0947,1.3046,0.3825
1.1911,0.0005,1.1872,1.2439,0.3584
1.2846,0.0007,1.0864,1.3037,0.3589
1.3403,0.0004,1.0570,1.3150,0.3534
1.0143,0.0006,1.1132,0.9224,0.3534
1.4477,0.0005,1.0265,1.4085,0.3699
2.0084,0.0006,1.1085,1.8405,0.3822
1.7321,0.0005,1.3850,2.0000,0.3686
1.1437,0.0004,1.2301,1.0160,0.3688
1.0989,0.0004,1.1403,1.0771,0.3688
1.7803,0.0006,1.0765,1.9449,0.3720
1.2144,0.0005,1.0424,0.7816,0.3772
1.1024,0.0004,1.1910,1.2406,0.3643
1.3138,0.0003,1.2250,1.4334,0.3660
1.4486,0.0005,1.1605,1.5261,0.3505
1.2114,0.0003,1.1235,1.1475,0.3505
1.4412,0.0004,1.1177,1.5270,0.3482
1.8439,0.0006,1.1447,1.7817,0.3610
1.4230,0.0005,1.2750,0.8361,0.3808
1.5891,0.0004,1.2783,2.0609,0.3565
1.4178,0.0005,1.1262,1.4259,0.3506
1.2516,0.0004,1.1429,1.2553,0.3410
1.6228,0.0005,1.0909,1.5050,0.3607
1.3367,0.0005,1.2180,1.4506,0.3545
1.3878,0.0004,1.1034,1.2375,0.3447
1.1567,0.0004,1.3456,0.7487,0.3400
1.1539,0.0003,0.9883,1.0423,0.3465
1.0939,0.0004,1.1767,1.4658,0.3465
1.3890,0.0005,1.0886,1.3050,0.3616
1.6333,0.0005,1.0226,1.5165,0.3565
1.7248,0.0007,1.4903,1.5822,0.4024
1.8036,0.0006,1.4292,2.0328,0.3592
1.1202,0.0004,1.1780,0.7627,0.3592
29.7298,0.0012,1.1256,1.0467,0.3528
1.9918,0.0008,1.8616,30.5784,0.4139
31.1685,0.0012,1.8011,1.3048,0.3481
1.9390,0.0007,2.0040,31.8683,0.3959
31.4286,0.0011,1.7793,1.2944,0.3389
16.6596,0.0014,1.9351,32.1466,0.3991
2.1775,0.0010,2.0772,16.7733,0.3805
1.5520,0.0007,1.7786,1.2098,0.3628
1.4419,0.0007,1.4750,1.1943,0.3644
1.4214,0.0006,1.4304,1.0634,0.3457
1.3085,0.0006,1.3730,0.9161,0.3494
1.3336,0.0006,1.3120,1.4107,0.3812
1.3522,0.0006,1.3638,1.3317,0.3551
1.2118,0.0005,1.2990,0.8416,0.3513
1.2091,0.0004,1.2014,1.0434,0.3378
1.0899,0.0005,1.2227,1.2271,0.3633
1.7483,0.0007,1.0685,1.6062,0.3633
2.0832,0.0008,1.3376,2.1916,0.3595
1.4499,0.0004,1.8465,1.2752,0.3414
1.1778,0.0004,1.2430,1.0724,0.3500
1.1671,0.0004,1.1341,1.4359,0.3523
1.1165,0.0004,1.1677,1.1806,0.3541
1.3605,0.0004,1.1662,1.2038,0.3403
1.4571,0.0004,1.2822,1.4180,0.3457
1.3477,0.0005,1.4678,1.2486,0.3446
1.0718,0.0004,1.2560,1.1788,0.3526
1.7686,0.0005,1.0716,1.9204,0.3486
1.3058,0.0006,1.1283,1.1154,0.3486
1.9391,0.0008,1.2331,1.4102,0.3602
1.4145,0.0005,1.7559,1.6246,0.3600
1.2426,0.0005,1.3640,0.9752,0.3715
1.0144,0.0004,1.1500,0.8590,0.3582
1.1566,0.0007,1.0039,1.4062,0.3467
1.0446,0.0005,1.1076,0.9812,0.3369
1.3466,0.0006,1.0723,1.4073,0.3407
1.1679,0.0005,1.0996,1.0380,0.3450
1.1190,0.0006,1.1688,1.2043,0.3535
1.4087,0.0004,1.1366,1.0600,0.3438
1.3634,0.0004,1.5485,1.1437,0.3460
1.0797,0.0004,1.1805,1.3962,0.3482
1.0590,0.0005,1.0947,1.0545,0.3406
1.0529,0.0004,1.0333,0.9374,0.3454
1.9606,0.0007,1.2417,1.5839,0.3809
1.4418,0.0005,2.0696,1.2546,0.3474
1.1687,0.0008,1.1958,0.8891,0.3447
1.1039,0.0004,1.1257,0.9034,0.3570
1.2049,0.0005,1.1205,0.8901,0.3578
1.0419,0.0004,1.2045,0.8929,0.3522
1.0856,0.0004,1.0217,0.8444,0.3571
1.0292,0.0004,1.0664,0.8282,0.3500
1.1837,0.0005,1.1498,1.0152,0.3439
1.2025,0.0004,1.1022,0.9711,0.3576
1.0602,0.0005,1.1902,1.2965,0.3612
1.1328,0.0005,1.0538,1.1166,0.3426
1.1669,0.0005,1.1161,1.3604,0.3503
1.8913,0.0006,1.0237,1.7799,0.3449
1.4949,0.0006,1.2110,1.5104,0.3429
1.3275,0.0005,1.2993,1.3886,0.3554
1.5374,0.0006,1.0973,1.3228,0.3435
1.2502,0.0005,1.4429,0.7627,0.3416
1.1819,0.0003,1.1806,1.1136,0.3543
1.2191,0.0004,1.0911,1.3885,0.3484
1.4364,0.0005,1.1710,1.5373,0.3525
1.6375,0.0004,1.1516,1.6416,0.3601
1.4341,0.0005,1.1890,1.3305,0.3447
1.1453,0.0004,1.2365,0.7971,0.3554
1.1575,0.0005,1.1554,1.1456,0.3542
1.0305,0.0005,1.1215,1.1750,0.3413
2.0369,0.0007,1.0757,1.8026,0.3509
1.6032,0.0006,1.4926,1.7502,0.3561
1.3738,0.0005,1.4721,1.6209,0.3427
1.2317,0.0006,1.0600,1.2631,0.3506
1.0671,0.0004,1.0789,0.7655,0.3417
1.0537,0.0006,1.0393,1.2999,0.3475
1.2186,0.0005,0.9794,1.2017,0.3442
1.7874,0.0005,1.0903,1.7876,0.3530
1.3555,0.0004,1.1506,1.3430,0.3626
1.3538,0.0005,1.0950,1.3793,0.3437
1.3104,0.0007,1.1047,1.3017,0.3504
1.3016,0.0005,1.0751,1.2754,0.3444
1.8626,0.0005,1.1494,1.7923,0.3578
1.4217,0.0006,1.3298,1.4422,0.3535
1.2678,0.0004,1.2187,1.2737,0.3468
1.3102,0.0005,1.1910,1.3324,0.3493
1.2757,0.0005,1.0741,1.2596,0.3639
1.1726,0.0005,1.1047,0.9290,0.3538
