frame_ms,scenario_ms,game_ms,render_ms,gpu_ms
4.8274,0.0005,4.6835,1.3255,0.3423
22.5131,0.0007,18.0330,1.3057,0.3593
1.7130,0.0011,4.1474,1.2923,0.3593
5.4670,0.0006,5.7557,1.2923,0.4481
1.1493,0.0030,1.3936,1.2886,0.4481
1.1097,0.0005,1.1191,1.5805,0.4733
5.5121,0.0007,5.3309,0.9554,0.4559
0.9921,0.0003,1.1698,1.0949,0.4559
0.8160,0.0003,0.9175,0.9389,0.4480
4.6688,0.0007,4.3955,1.4463,0.4601
1.0823,0.0005,1.2205,1.4543,0.4601
1.5894,0.0005,0.9962,1.7499,0.4615
5.3808,0.0004,5.2221,0.9001,0.4437
0.9015,0.0003,1.0618,0.9549,0.4437
0.7073,0.0004,0.8329,0.7879,0.3600
4.5742,0.0007,4.2443,1.6671,0.3703
1.0054,0.0004,1.1524,0.9529,0.3703
1.0048,0.0004,0.9275,1.3429,0.3681
5.0950,0.0008,4.7045,1.5662,0.3683
0.9130,0.0003,1.2428,1.0327,0.3683
0.9153,0.0003,0.8446,0.8579,0.3565
4.8744,0.0004,4.5584,1.5941,0.3544
0.9653,0.0004,1.3246,1.0576,0.3544
0.7216,0.0003,0.8726,0.8993,0.3567
5.7348,0.0010,5.2146,0.9347,0.3812
1.0211,0.0007,1.3578,1.1947,0.3812
0.7892,0.0004,0.9286,0.8691,0.3796
4.5178,0.0008,4.3350,1.1546,0.3527
0.8444,0.0005,0.9814,0.9884,0.3527
0.7680,0.0003,0.7849,0.9101,0.3527
5.6002,0.0007,5.2804,1.3596,0.3628
0.9303,0.0009,1.1657,1.1445,0.3628
0.7065,0.0007,0.8243,0.8312,0.3628
5.8308,0.0005,5.5169,1.7079,0.3676
0.9528,0.0005,1.1368,1.0266,0.3676
0.9567,0.0005,0.8254,1.3614,0.3684
4.7826,0.0010,4.2845,1.3205,0.3680
1.0187,0.0006,1.3157,1.1099,0.3680
1.0425,0.0005,0.9458,0.9682,0.3722
4.9112,0.0006,4.8461,1.1173,0.3973
0.8908,0.0005,1.1416,1.1074,0.3973
0.6060,0.0004,0.7941,0.8603,0.3699
4.4056,0.0005,4.1210,1.1084,0.3585
0.7836,0.0004,0.9400,0.9320,0.3585
0.7602,0.0005,0.7293,1.0519,0.3585
4.8067,0.0011,4.4630,1.3599,0.3589
1.3997,0.0008,1.1722,0.8968,0.3589
1.4858,0.0010,1.4789,0.8968,0.3760
4.7576,0.0007,5.0582,1.0171,0.3628
1.0020,0.0008,0.9764,1.0282,0.3628
0.9459,0.0005,1.0107,0.9135,0.3586
5.3675,0.0006,5.3134,1.2819,0.3786
1.0039,0.0003,1.0310,1.0155,0.3786
0.8601,0.0004,0.9895,0.7855,0.3633
4.8105,0.0006,4.5152,1.2182,0.3950
1.1485,0.0005,1.2032,1.0827,0.3950
0.9709,0.0004,1.0892,0.8483,0.3569
4.7740,0.0005,4.7412,1.0105,0.3569
23.9567,0.0010,0.9939,1.0439,0.4259
2.7604,0.0007,1.8448,25.7914,0.4259
30.7435,0.0009,5.2707,0.8766,0.4143
1.4298,0.0007,2.2327,27.4041,0.4143
31.5328,0.0013,1.2603,0.8668,0.3943
16.6512,0.0017,5.3983,32.5157,0.3796
2.2875,0.0007,1.7418,14.0713,0.4025
1.2017,0.0008,1.4620,1.1863,0.3708
5.2532,0.0010,5.0545,1.5696,0.3568
1.0698,0.0008,1.3937,1.1771,0.3568
0.9493,0.0003,0.9269,1.2848,0.3525
5.2003,0.0009,4.7196,1.2518,0.3626
1.1526,0.0006,1.5297,1.3890,0.3626
1.3601,0.0003,1.0292,1.0115,0.3829
5.5333,0.0009,5.5866,1.0115,0.3548
1.0392,0.0005,1.3498,1.1802,0.3548
0.8895,0.0004,1.0022,0.9089,0.3597
5.1097,0.0007,4.7414,0.9816,0.3697
1.0506,0.0005,1.3037,1.2080,0.3697
1.4112,0.0006,0.9700,1.0159,0.3753
5.1223,0.0006,5.3347,1.5044,0.3643
1.2601,0.0007,1.2395,0.8720,0.3643
0.8439,0.0004,1.2291,0.8720,0.3589
4.7339,0.0009,4.4474,0.8970,0.3683
0.8696,0.0003,1.1711,1.1333,0.3683
1.0060,0.0003,0.7680,1.3498,0.3517
4.8923,0.0012,4.3931,1.2988,0.3824
0.9527,0.0005,1.3007,1.1621,0.3824
1.0767,0.0005,0.8833,0.8755,0.3679
4.6945,0.0005,4.6662,1.2512,0.3668
0.7253,0.0005,1.0515,0.9808,0.3668
0.6670,0.0004,0.6736,0.8023,0.3668
4.9331,0.0006,4.4778,1.5461,0.3634
1.5500,0.0008,1.4016,1.2658,0.3634
0.9883,0.0006,1.4209,1.6522,0.3656
4.9595,0.0008,4.7535,1.7814,0.3693
0.9107,0.0007,1.1429,1.0553,0.3693
0.7183,0.0005,0.8370,0.8737,0.3693
4.8256,0.0012,4.5105,1.5917,0.3446
0.8303,0.0006,1.0707,1.0915,0.3446
1.0913,0.0003,0.7777,1.0587,0.3652
5.0158,0.0008,4.7544,1.4684,0.3706
0.9278,0.0005,1.2459,1.1454,0.3706
1.0455,0.0003,0.8109,1.3945,0.3787
4.9806,0.0010,4.6088,1.4197,0.3668
0.9213,0.0005,1.2001,1.3718,0.3668
0.8990,0.0005,0.8157,0.9122,0.3668
5.0436,0.0010,4.4826,1.6024,0.3588
1.3084,0.0006,1.4006,1.2259,0.3588
1.0946,0.0005,1.1930,1.0269,0.3661
5.1948,0.0011,5.0310,1.2332,0.3747
1.0714,0.0005,1.3902,1.2307,0.3747
0.9457,0.0005,0.9739,0.9784,0.3553
5.2611,0.0009,4.9502,1.6862,0.3695
1.0095,0.0008,1.3028,1.3891,0.3695
1.4104,0.0006,0.8461,1.5651,0.3705
4.9864,0.0007,4.7800,1.4157,0.3674
1.0422,0.0005,1.2167,1.1153,0.3674
0.7649,0.0004,0.9446,0.9449,0.3674
5.0912,0.0011,4.6592,1.8294,0.3659
0.9065,0.0004,1.2934,1.2168,0.3659
0.8502,0.0004,0.8221,1.1472,0.3614
5.2622,0.0009,4.8867,1.0940,0.3877
0.9840,0.0007,1.2858,1.2607,0.3877
1.0276,0.0006,0.8560,1.0142,0.3639
5.2116,0.0010,4.9783,1.7389,0.3576
