frame_ms,scenario_ms,game_ms,render_ms,gpu_ms
4.7508,0.0005,5.0844,1.2045,0.3499
23.3793,0.0009,19.0170,1.5088,0.3786
5.1115,0.0006,7.1192,1.4345,0.3786
4.7542,0.0006,5.1894,1.3656,0.4607
4.5613,0.0007,4.6328,1.2174,0.4644
4.6414,0.0010,4.4662,1.1512,0.4480
4.4269,0.0008,4.6217,1.2823,0.4480
4.9150,0.0007,4.7268,1.4101,0.4480
12.6000,0.0008,4.7459,1.4101,0.5295
4.9113,0.0011,4.9491,1.2430,0.5295
28.5842,0.0008,4.7261,1.2430,0.5302
4.9407,0.0007,5.1309,1.2537,0.5302
11.5655,0.0006,4.5277,1.2537,0.5048
4.4645,0.0007,4.5761,1.0281,0.3775
4.1745,0.0004,4.3547,1.0482,0.3672
4.6331,0.0008,4.1727,0.9667,0.3641
5.0450,0.0008,5.1874,1.2485,0.3694
4.7009,0.0013,4.5382,1.0570,0.3775
4.0766,0.0006,4.5806,1.0059,0.3721
4.1709,0.0008,4.1278,1.0009,0.3641
4.7500,0.0009,4.2094,1.0860,0.3845
4.1364,0.0008,4.6679,0.9937,0.3845
4.1725,0.0006,4.1205,0.9669,0.3714
4.2439,0.0009,4.2401,1.0139,0.3842
4.8586,0.0006,4.2960,1.0951,0.3634
4.2552,0.0006,4.8289,1.0484,0.3634
4.1524,0.0005,4.1815,1.0300,0.3500
4.3771,0.0005,4.2031,1.1290,0.3712
4.7239,0.0007,4.3839,0.9963,0.3522
4.5053,0.0009,4.7310,1.2247,0.3522
4.3051,0.0006,4.5046,1.0582,0.3689
4.4433,0.0009,4.3890,1.0909,0.3648
4.6814,0.0005,4.3309,0.9619,0.3689
4.1159,0.0004,4.6188,0.9983,0.3689
4.5853,0.0005,4.1069,0.9351,0.3691
4.3641,0.0006,4.7068,1.1023,0.3691
4.2848,0.0006,4.3187,0.9864,0.3735
4.1267,0.0007,4.2089,0.9837,0.3724
4.7860,0.0007,4.1422,0.9337,0.3789
5.0132,0.0010,5.0035,1.2670,0.3789
4.3062,0.0006,4.8952,1.0081,0.3796
4.0945,0.0006,4.1608,0.9600,0.3630
4.7505,0.0008,4.0936,1.0375,0.3593
4.4552,0.0009,4.9236,1.0985,0.3593
4.7310,0.0005,4.3778,1.0331,0.3554
4.1345,0.0004,4.6832,0.9529,0.3554
4.3633,0.0007,4.2231,1.0873,0.3609
4.1319,0.0005,4.2911,1.0089,0.3702
4.5433,0.0006,4.0794,0.9375,0.3677
4.0879,0.0005,4.5014,0.9678,0.3677
4.8065,0.0008,4.2467,1.0350,0.3744
4.8358,0.0008,4.8204,1.1201,0.3588
4.2454,0.0007,4.7816,1.1597,0.3588
4.9400,0.0007,4.2338,0.9465,0.3814
4.5191,0.0005,5.0641,1.2920,0.3826
4.1525,0.0005,4.3744,0.9680,0.3557
4.0660,0.0005,4.1186,0.9826,0.3559
4.2901,0.0005,4.0508,1.1277,0.3549
4.4011,0.0005,4.4671,1.0867,0.3814
4.5940,0.0005,4.2502,0.9730,0.3611
4.1487,0.0005,4.6294,0.9532,0.3611
4.2979,0.0005,4.1429,1.2958,0.3763
4.2977,0.0006,4.3534,1.0657,0.3561
4.2435,0.0006,4.2725,0.9631,0.3637
4.1067,0.0003,4.1610,0.9598,0.3636
4.3822,0.0006,4.2371,1.0955,0.3511
4.7883,0.0009,4.3310,1.0094,0.3660
4.0964,0.0006,4.7039,0.9526,0.3660
4.5634,0.0007,4.0898,0.9494,0.3710
4.4833,0.0008,4.6779,1.1381,0.3710
4.2344,0.0004,4.4590,1.1519,0.3648
4.1324,0.0005,4.1903,0.9646,0.3576
4.0562,0.0008,4.0645,0.9241,0.3554
4.4250,0.0008,4.2435,1.1201,0.3464
4.0945,0.0006,4.2807,0.9664,0.3783
4.2216,0.0003,4.1124,0.9490,0.3457
4.2693,0.0008,4.2803,1.0456,0.3614
4.9358,0.0007,4.3474,1.1225,0.3669
4.6340,0.0006,4.8212,0.9313,0.3641
4.6082,0.0007,4.5668,1.0015,0.3685
4.3735,0.0006,4.6931,1.0915,0.3685
4.2301,0.0007,4.3367,0.9877,0.3736
4.2076,0.0006,4.2613,0.9882,0.3735
4.6069,0.0006,4.1214,0.9817,0.3520
4.5439,0.0006,4.8446,1.1182,0.3520
4.1808,0.0006,4.3584,0.9623,0.3806
4.0382,0.0006,4.1101,1.0236,0.3619
4.2179,0.0005,4.0753,1.0237,0.3515
4.2697,0.0006,4.2500,1.0277,0.3790
4.2457,0.0010,4.2439,1.0257,0.3740
4.6042,0.0007,4.2603,1.0482,0.3625
4.2073,0.0005,4.6477,0.9614,0.3642
4.9208,0.0010,4.2874,1.1582,0.3630
4.2970,0.0006,4.8147,1.0004,0.3721
4.6971,0.0006,4.3476,0.9784,0.3504
4.0904,0.0007,4.5642,0.9405,0.3504
4.9164,0.0007,4.1903,1.1739,0.3592
4.4221,0.0008,4.9211,1.1240,0.3592
4.1547,0.0007,4.3610,0.9398,0.3534
4.3119,0.0007,4.1312,1.1637,0.3660
4.2543,0.0005,4.3745,1.0483,0.3699
4.4405,0.0007,4.3398,1.1401,0.3694
4.3213,0.0005,4.3950,1.0471,0.3561
4.8538,0.0006,4.3462,1.0656,0.3627
4.1687,0.0005,4.7317,1.0252,0.3627
4.2743,0.0008,4.2139,1.0413,0.3670
4.2569,0.0006,4.2999,1.0466,0.3733
4.4736,0.0008,4.3632,1.1957,0.3559
4.3584,0.0008,4.4009,1.0653,0.3693
4.6198,0.0007,4.2666,0.9788,0.3716
4.0655,0.0006,4.5714,0.9382,0.3716
5.1341,0.0009,4.2575,1.1185,0.3721
4.7714,0.0007,5.0758,1.0304,0.3665
4.0875,0.0004,4.6337,0.9681,0.3665
4.9303,0.0008,4.1000,1.1262,0.3692
4.3684,0.0004,5.0354,1.0976,0.3771
4.1764,0.0004,4.3360,1.0197,0.3741
4.5692,0.0007,4.1083,0.9150,0.3578
4.5038,0.0008,4.7388,1.1918,0.3578
4.7481,0.0006,4.3998,0.9971,0.3687
4.1912,0.0003,4.7369,1.0249,0.3687
4.2061,0.0005,4.2071,0.9242,0.3724
4.5836,0.0009,4.3293,1.2166,0.3623
4.7599,0.0009,4.4991,0.9593,0.3712
4.6397,0.0006,4.6531,1.0226,0.3655
4.3235,0.0008,4.7095,1.1384,0.3655
4.3830,0.0005,4.3596,1.0274,0.3578
4.2178,0.0006,4.3312,1.0238,0.3617
4.1665,0.0006,4.2114,0.9841,0.3617
4.7624,0.0010,4.2481,1.3873,0.3539
4.9909,0.0008,4.8104,1.0970,0.3709
4.4305,0.0006,4.9648,1.1121,0.3608
4.3961,0.0007,4.3753,1.0806,0.3630
4.4120,0.0006,4.4140,1.1272,0.3513
4.3218,0.0005,4.4122,1.0807,0.3672
4.6502,0.0005,4.2018,0.9592,0.3558
4.2038,0.0006,4.6326,0.9905,0.3558
4.8308,0.0008,4.3052,1.1277,0.3571
4.2980,0.0007,4.8549,1.0141,0.3571
4.6000,0.0010,4.3098,1.2399,0.3573
4.6495,0.0009,4.6890,1.2337,0.3626
4.3712,0.0008,4.5961,1.0439,0.3635
4.7960,0.0007,4.2513,0.9954,0.3575
4.6671,0.0005,4.8192,1.0102,0.3593
4.4699,0.0008,4.7205,1.1760,0.3593
4.2886,0.0006,4.3965,0.9855,0.3634
4.0924,0.0009,4.2357,0.9694,0.3660
4.6622,0.0006,4.0659,0.9893,0.3705
4.5262,0.0008,4.9131,1.1224,0.3705
4.6465,0.0007,4.3204,0.9722,0.3636
4.3858,0.0006,4.7704,1.0191,0.3636
4.2273,0.0006,4.2843,1.0445,0.3707
4.4062,0.0006,4.2791,1.0631,0.3762
4.2033,0.0004,4.3512,0.9807,0.3661
4.1441,0.0005,4.1533,0.9409,0.3593
4.1873,0.0006,4.1384,1.0270,0.3606
4.2936,0.0005,4.2943,1.0034,0.3558
4.4234,0.0006,4.3194,1.1037,0.3451
4.2698,0.0006,4.3465,1.0037,0.3600
4.4552,0.0010,4.2738,1.3137,0.3542
4.3715,0.0008,4.5047,1.0042,0.3752
4.1535,0.0006,4.2743,0.9769,0.3627
4.6431,0.0007,4.1854,1.0014,0.3442
4.8945,0.0008,4.8188,1.0303,0.3442
4.8237,0.0006,4.9006,1.1299,0.3721
4.7765,0.0007,4.7557,1.0024,0.3682
4.1312,0.0009,4.6083,0.9708,0.3682
4.9874,0.0005,4.2528,1.1900,0.3720
4.3223,0.0004,5.0288,0.9808,0.3720
4.1434,0.0004,4.1797,0.9667,0.3562
4.2440,0.0004,4.1402,1.0826,0.3572
4.4921,0.0007,4.4048,1.0749,0.3740
4.5927,0.0004,4.3233,0.9785,0.3546
4.0670,0.0006,4.5580,0.9247,0.3546
4.3844,0.0010,4.1467,1.3809,0.3613
4.6085,0.0008,4.5840,1.1681,0.3731
4.2256,0.0005,4.4505,0.9965,0.3555
4.5995,0.0006,4.1427,0.9308,0.3649
4.5618,0.0010,4.8572,1.6451,0.3649
4.2974,0.0006,4.3822,1.0065,0.3750
4.5388,0.0006,4.1941,0.9265,0.3608
4.3116,0.0008,4.4947,1.0214,0.3608
4.4244,0.0005,4.5466,1.1232,0.3642
4.7234,0.0004,4.3041,0.9868,0.3626
4.0920,0.0005,4.6328,0.9417,0.3626
4.0895,0.0006,4.1047,1.0596,0.3543
4.3972,0.0005,4.2060,1.0466,0.3703
4.1329,0.0005,4.2936,1.0031,0.3550
4.1422,0.0005,4.1818,0.9422,0.3621
4.2621,0.0007,4.1378,1.1302,0.3450
4.9744,0.0009,4.3601,1.0924,0.3611
4.1885,0.0004,4.8654,0.9870,0.3611
4.1512,0.0006,4.1976,0.9977,0.3514
4.6415,0.0007,4.1978,1.3299,0.3822
4.6230,0.0008,4.5805,0.9965,0.3602
4.1710,0.0007,4.6040,1.0024,0.3602
4.1174,0.0004,4.1390,0.9488,0.3640
4.4033,0.0008,4.2614,1.1279,0.3709
4.2218,0.0005,4.3283,0.9646,0.3543
4.7457,0.0005,4.2085,1.0048,0.3567
4.2407,0.0005,4.7686,1.0015,0.3567
4.2901,0.0006,4.2178,1.0831,0.3632
4.7990,0.0007,4.2987,1.0497,0.3598
4.3510,0.0007,4.8898,1.0535,0.3598
4.1971,0.0006,4.2189,0.9978,0.3612
4.8890,0.0009,4.3014,1.1253,0.3736
4.3543,0.0005,4.8733,1.0149,0.3641
4.5789,0.0005,4.2641,0.9462,0.3648
4.3768,0.0005,4.6547,1.0719,0.3648
4.3136,0.0004,4.4216,0.9951,0.3636
4.7618,0.0005,4.2540,0.9509,0.3712
4.0927,0.0005,4.6481,0.9916,0.3712
4.4025,0.0007,4.2305,1.0876,0.3615
4.3079,0.0006,4.4058,1.0626,0.3715
4.9842,0.0011,4.3294,1.1663,0.3719
4.7168,0.0009,5.0668,1.2708,0.3719
5.1401,0.0009,4.7446,1.2296,0.3869
4.5425,0.0009,5.1167,1.1772,0.3606
4.4808,0.0009,4.4315,1.1239,0.3621
4.7880,0.0007,4.6147,1.2906,0.3632
4.4826,0.0010,4.7324,1.3317,0.3718
4.8906,0.0008,4.3807,1.1648,0.3765
5.1968,0.0009,4.9405,1.2137,0.3623
5.1489,0.0007,5.5991,1.3733,0.3682
4.7265,0.0008,4.8968,1.2481,0.3791
4.6779,0.0009,4.6610,1.2387,0.3424
5.6742,0.0008,4.9199,1.3776,0.3690
4.9730,0.0009,5.5101,1.4547,0.3737
4.7778,0.0008,4.9431,1.2715,0.3630
5.3306,0.0011,5.1011,1.4015,0.3574
5.1810,0.0009,4.9748,1.2630,0.3668
4.6651,0.0007,5.2087,1.2644,0.3668
4.7897,0.0009,4.6538,1.3703,0.3679
4.8292,0.0008,4.8494,1.2846,0.3791
5.1789,0.0009,4.7554,1.1327,0.3605
4.4976,0.0011,5.0560,1.3419,0.3605
5.5601,0.0010,4.6824,1.3056,0.3611
4.6441,0.0007,5.5117,1.2517,0.3611
4.4085,0.0006,4.5060,1.0719,0.3582
5.1554,0.0010,4.3738,1.1730,0.3557
5.2505,0.0011,5.4003,1.2341,0.3626
4.4331,0.0008,5.0188,1.1484,0.3610
4.4841,0.0008,4.5250,1.1434,0.3542
4.7168,0.0009,4.5300,1.2176,0.3782
4.8857,0.0009,4.5746,1.0956,0.3800
4.4653,0.0007,4.8954,1.2174,0.3552
4.9070,0.0011,4.5126,1.2399,0.3659
5.0855,0.0007,4.9607,1.1745,0.3588
4.8103,0.0006,4.9661,1.0855,0.3646
4.4545,0.0006,4.8069,1.1764,0.3581
4.9485,0.0008,4.6521,1.2556,0.3781
4.5632,0.0008,4.7570,1.2395,0.3696
4.8080,0.0008,4.7089,1.2567,0.3575
4.7939,0.0009,4.7932,1.2295,0.3841
4.7812,0.0008,4.7864,1.2630,0.3663
4.6330,0.0011,4.7511,1.2502,0.3718
4.9879,0.0011,4.6545,1.2180,0.3522
4.6568,0.0008,5.0532,1.2603,0.3672
4.5462,0.0007,4.5317,1.0979,0.3688
4.8849,0.0007,4.4834,1.1009,0.3502
4.6841,0.0008,5.0553,1.2433,0.3619
5.0606,0.0008,4.6152,1.1570,0.3570
4.4724,0.0007,4.9312,1.2868,0.3570
4.9304,0.0008,4.5191,1.0998,0.3580
4.7232,0.0008,5.1240,1.2443,0.3580
4.5971,0.0007,4.5466,1.3748,0.3751
4.4542,0.0007,4.5985,1.1094,0.3567
5.0148,0.0010,4.3897,1.1325,0.3645
4.7717,0.0009,5.1947,1.2647,0.3814
4.9255,0.0009,4.9282,1.4739,0.3615
4.4304,0.0007,4.6053,1.1112,0.3560
4.6631,0.0008,4.5213,1.2321,0.3584
5.5380,0.0007,4.8719,1.2788,0.3713
4.9772,0.0008,5.3501,1.1773,0.3713
5.2570,0.0008,4.9103,1.2349,0.3715
4.7639,0.0007,5.4869,1.2261,0.3739
4.4283,0.0005,4.5477,1.0802,0.3567
4.3958,0.0005,4.3429,1.0915,0.3590
4.7294,0.0007,4.6268,1.1883,0.3642
5.0461,0.0009,4.5647,1.1628,0.3728
5.0435,0.0007,5.0872,1.1572,0.3702
4.7536,0.0009,5.0745,1.3695,0.3702
5.1149,0.0007,4.7767,1.1484,0.3655
4.6263,0.0007,5.0447,1.2116,0.3655
4.5691,0.0006,4.6550,1.1380,0.3600
4.7283,0.0007,4.6479,1.2203,0.3631
4.6490,0.0007,4.6675,1.1772,0.3831
5.0298,0.0008,4.5266,1.1389,0.3582
4.8971,0.0008,5.1969,1.3903,0.3582
4.6338,0.0006,4.8061,1.1135,0.3680
4.9855,0.0007,4.5711,1.1653,0.3572
5.1004,0.0009,5.0147,1.1441,0.3693
5.1705,0.0009,5.5373,1.2532,0.3640
4.4918,0.0007,4.7051,1.1528,0.3707
4.6225,0.0007,4.5727,1.1634,0.3622
5.4769,0.0007,4.7998,1.2808,0.3780
4.7926,0.0010,5.3680,1.2347,0.3780
4.5662,0.0007,4.6822,1.1374,0.3644
4.7605,0.0008,4.5218,1.4124,0.3621
4.7185,0.0011,4.8608,1.1669,0.3582
4.6048,0.0008,4.6317,1.1459,0.3591
5.2959,0.0009,4.6478,1.1480,0.3649
5.0959,0.0008,5.6952,1.2834,0.3649
4.6700,0.0006,4.7569,1.1326,0.4882
4.4328,0.0007,4.5102,1.1252,0.5098
5.1729,0.0011,4.5436,1.2893,0.5112
5.2276,0.0009,5.2198,1.1719,0.5146
4.5274,0.0007,5.1216,1.1547,0.5146
4.7515,0.0007,4.6369,1.3030,0.5135
