frame_ms,scenario_ms,game_ms,render_ms,gpu_ms
1.0794,0.0006,0.8416,0.8760,0.3523
21.9692,0.0011,17.4340,1.3577,0.3638
1.5899,0.0009,3.7724,1.3577,0.3638
1.3777,0.0009,1.5743,1.0121,0.4521
0.9704,0.0006,1.2684,1.0121,0.4521
0.8459,0.0007,0.9265,1.2281,0.4575
0.9856,0.0008,0.8267,1.0290,0.4575
1.8084,0.0007,0.8499,1.7848,0.4695
1.2281,0.0007,1.0682,1.2421,0.4695
1.3238,0.0006,0.8142,1.3225,0.4565
1.2180,0.0004,0.7722,1.2753,0.4612
1.1592,0.0005,0.7279,1.1599,0.4612
1.2311,0.0004,0.7007,1.2302,0.4444
1.2509,0.0005,0.7057,1.2413,0.4493
1.1719,0.0006,0.8019,1.1790,0.4439
1.1660,0.0006,0.7025,1.1505,0.3707
1.3112,0.0005,0.6767,1.1786,0.3671
2.1568,0.0008,0.6863,2.1977,0.3809
1.5693,0.0014,0.9028,1.5657,0.3623
1.7287,0.0007,1.0535,1.7091,0.3639
1.2239,0.0005,1.0630,1.1663,0.3639
1.3522,0.0005,0.8618,1.4184,0.3614
1.2479,0.0005,0.7772,1.3161,0.3592
1.2623,0.0006,0.7746,1.0968,0.3616
1.4565,0.0008,0.7191,1.3290,0.3607
1.2499,0.0005,0.8461,1.2968,0.3622
1.2450,0.0005,0.9407,1.3380,0.3622
1.3227,0.0007,0.7430,1.4516,0.3566
1.3531,0.0007,0.7764,1.2383,0.3557
1.5568,0.0006,0.8752,1.2714,0.3557
0.9237,0.0005,1.0784,1.3262,0.3765
2.5569,0.0011,0.7956,1.4831,0.4180
1.2004,0.0005,1.3322,2.2201,0.4180
1.1129,0.0008,0.9660,1.1566,0.3807
1.1843,0.0005,0.7514,1.1705,0.3727
1.3011,0.0006,0.7401,1.1857,0.3674
1.3345,0.0004,0.6898,1.4493,0.3551
1.3448,0.0005,0.6703,1.1583,0.3527
1.2100,0.0007,0.8934,1.3434,0.3654
1.9147,0.0006,1.0420,1.8950,0.3641
1.3613,0.0006,0.8606,1.3517,0.3723
1.0355,0.0006,0.8825,1.0930,0.3558
0.9858,0.0005,0.7585,0.9866,0.3558
1.8907,0.0008,0.7262,1.3763,0.3733
1.1255,0.0006,1.2648,1.5986,0.3838
1.7891,0.0007,0.8792,1.6628,0.3521
0.8779,0.0007,0.9666,0.9089,0.3521
1.4362,0.0006,0.7805,1.4408,0.3488
1.2930,0.0008,0.6693,1.3167,0.3449
1.5311,0.0003,0.7180,1.4365,0.3640
1.2677,0.0005,0.7830,1.4251,0.3543
1.3645,0.0004,0.8282,1.2978,0.3444
1.2004,0.0007,0.8282,1.2852,0.3607
1.2253,0.0005,0.6693,1.2037,0.3376
1.3015,0.0006,0.6688,1.2968,0.3582
1.1825,0.0006,0.9476,1.1515,0.3545
1.4456,0.0006,1.1584,1.2730,0.3520
1.6201,0.0007,1.1390,1.5530,0.3640
1.2376,0.0005,1.1674,1.1032,0.3478
1.1603,0.0003,1.0715,1.3461,0.3478
1.5234,0.0006,0.7547,1.5139,0.3490
1.0663,0.0006,0.8908,1.2738,0.3490
1.2426,0.0006,0.7262,1.1574,0.3513
1.4402,0.0007,0.7490,1.3812,0.3538
1.4275,0.0008,0.7778,1.5005,0.3588
1.3337,0.0006,0.7511,1.2983,0.3508
1.4010,0.0006,0.7075,1.3135,0.3482
1.5413,0.0007,0.8917,1.4468,0.3454
1.6937,0.0008,0.8233,1.8358,0.3758
1.3031,0.0008,1.0178,1.3476,0.3586
1.3508,0.0009,0.9985,1.3902,0.3639
1.3859,0.0007,1.2165,1.2556,0.3429
1.3003,0.0007,1.0399,1.1394,0.3608
1.2507,0.0004,1.0347,1.3865,0.3577
1.1801,0.0004,1.2065,1.1778,0.3680
1.2397,0.0005,0.8751,1.3538,0.3680
1.2183,0.0007,0.7327,1.2742,0.3469
1.3533,0.0006,0.7414,1.2221,0.3492
1.3071,0.0009,0.6735,1.3886,0.3605
1.4513,0.0006,0.7594,1.2689,0.3432
2.5166,0.0007,0.8977,2.5884,0.3915
1.1805,0.0006,0.9117,1.2603,0.3915
1.7855,0.0008,1.0103,1.7660,0.3501
1.3858,0.0007,0.9784,1.4034,0.3553
1.2042,0.0006,0.9349,1.1634,0.3609
1.1643,0.0005,0.8558,0.9294,0.3684
1.1684,0.0004,0.9138,1.3453,0.3684
1.4208,0.0005,0.8198,1.3576,0.3443
1.0767,0.0004,0.9398,1.2342,0.3443
1.2158,0.0005,0.8628,1.2241,0.3377
1.4152,0.0007,0.6312,1.2457,0.3635
1.1513,0.0006,0.9125,1.2779,0.3635
1.5087,0.0008,0.7819,1.3275,0.3676
2.5227,0.0007,1.0484,2.3289,0.3629
1.0117,0.0008,1.3577,1.2909,0.3505
1.0941,0.0004,0.9069,1.0577,0.3505
1.6065,0.0006,0.7442,1.5499,0.3412
1.0990,0.0005,1.0999,1.2439,0.3412
1.3499,0.0005,0.7286,1.4074,0.3622
1.2031,0.0005,0.6510,1.1341,0.3569
1.4264,0.0006,0.8122,1.3215,0.3496
1.5300,0.0006,0.7401,1.6618,0.3461
1.5563,0.0007,0.7292,1.3961,0.3557
1.6839,0.0007,0.8345,1.6440,0.3759
1.4137,0.0006,1.1053,1.4819,0.3557
1.3270,0.0006,1.0969,1.2962,0.3557
1.5177,0.0008,0.8612,1.6224,0.3390
1.5059,0.0006,0.8834,1.3353,0.3428
1.1263,0.0005,1.0410,1.2018,0.3428
1.4389,0.0006,0.8686,1.4779,0.3606
1.5181,0.0005,0.7386,1.5142,0.3563
1.3436,0.0006,0.7668,1.4164,0.3470
1.4569,0.0006,0.8363,1.4181,0.3465
1.8386,0.0006,0.8332,1.6900,0.3608
1.3224,0.0005,1.0999,1.5040,0.3534
1.5356,0.0006,0.9193,1.3193,0.3570
2.1119,0.0009,0.9723,2.2653,0.3647
1.2557,0.0009,0.9816,1.2688,0.3646
1.4397,0.0007,0.9804,1.3104,0.3578
1.3732,0.0006,0.9896,1.2013,0.3431
1.3542,0.0005,0.8609,1.3432,0.3623
1.4925,0.0005,0.9437,1.4037,0.3428
1.3269,0.0004,0.8724,1.5744,0.3641
1.1446,0.0005,0.9805,1.2286,0.3368
1.1648,0.0004,1.0450,1.1149,0.3368
1.4995,0.0005,0.8310,1.4606,0.3397
1.4889,0.0010,0.8039,1.5942,0.3683
1.8514,0.0006,0.9425,1.1312,0.3683
1.5527,0.0006,0.8983,2.2985,0.3981
1.3357,0.0005,0.9752,1.3531,0.3540
1.2846,0.0006,1.0067,1.1896,0.3617
1.1934,0.0006,0.8518,1.0586,0.3617
1.0406,0.0005,0.7839,1.2633,0.3640
1.0855,0.0005,0.7176,1.1029,0.3412
1.1250,0.0006,0.6588,1.1294,0.3568
1.8119,0.0005,0.6238,1.7233,0.3529
0.9520,0.0004,0.7765,0.8402,0.3608
1.4186,0.0005,0.9287,1.5971,0.3608
1.4123,0.0005,0.6368,1.3988,0.3536
0.9255,0.0005,0.7052,0.8551,0.3536
1.7170,0.0005,0.7422,1.5223,0.3661
0.8325,0.0005,0.9905,1.1042,0.3661
1.5357,0.0008,0.7893,1.3373,0.3644
1.1917,0.0007,0.8210,1.3608,0.3456
1.0935,0.0007,0.7177,1.0310,0.3456
1.0607,0.0006,0.7188,1.1448,0.3499
1.2250,0.0004,0.5885,1.1153,0.3485
1.2019,0.0004,0.6861,0.9837,0.3485
1.1323,0.0005,0.8915,1.4111,0.3496
1.3804,0.0009,0.7374,1.1213,0.3653
1.0000,0.0005,0.8128,1.1791,0.3569
1.3071,0.0006,0.9359,1.3594,0.3636
1.1185,0.0006,0.7529,0.8864,0.3728
0.9057,0.0007,1.0401,1.0591,0.3728
1.6842,0.0007,0.8068,1.5516,0.3598
1.3844,0.0007,1.0066,1.5143,0.3768
1.2921,0.0006,0.9494,1.3427,0.3608
1.2166,0.0005,0.7912,1.2115,0.3535
1.0950,0.0004,0.6586,1.1494,0.3472
1.1418,0.0005,0.8292,0.9691,0.3344
1.1157,0.0003,1.1100,0.9124,0.3523
1.0655,0.0004,1.1591,1.0436,0.3341
0.6359,0.0003,0.8871,1.0080,0.3341
1.1872,0.0003,0.6205,1.2097,0.3578
1.0912,0.0005,0.5495,1.0823,0.3404
1.3773,0.0006,0.5844,1.0284,0.3605
1.1568,0.0008,0.9397,1.4063,0.3605
1.0500,0.0004,0.8008,1.0705,0.3690
1.5977,0.0005,0.7585,1.4430,0.3711
1.2791,0.0005,0.8825,1.2231,0.3486
0.9762,0.0003,0.9504,1.2238,0.3486
1.0864,0.0004,0.8756,1.1045,0.3643
1.1896,0.0005,0.6553,1.0177,0.3599
1.0115,0.0004,0.8819,1.0164,0.3599
1.3965,0.0006,0.6237,1.3973,0.3600
1.3642,0.0005,0.7163,1.2007,0.3537
1.0088,0.0005,0.9993,1.3019,0.3537
1.2486,0.0004,0.6574,1.0907,0.3530
1.0460,0.0004,0.7217,1.1087,0.3530
1.4518,0.0005,0.6396,1.2343,0.3515
1.1821,0.0005,0.9218,1.4668,0.3515
1.1163,0.0007,1.0104,1.0960,0.3401
1.3760,0.0003,0.6881,1.3661,0.3720
1.0206,0.0004,0.7508,0.9857,0.3720
1.1590,0.0006,0.7139,1.2198,0.3463
1.1569,0.0003,0.6494,1.0553,0.3680
0.9688,0.0003,0.9312,1.0731,0.3680
1.1585,0.0005,0.6818,1.0302,0.3464
1.1551,0.0004,0.7268,1.2587,0.3489
1.1302,0.0003,0.6824,1.1510,0.3721
1.1825,0.0004,0.6137,1.0574,0.3434
1.4529,0.0004,0.5960,1.2215,0.3554
1.0047,0.0005,0.8392,1.3305,0.3554
1.1714,0.0005,1.1170,1.0774,0.3456
1.3808,0.0004,0.9926,1.2615,0.3560
0.9936,0.0005,0.8463,0.9876,0.3560
1.4776,0.0003,0.7999,1.4639,0.3616
1.3691,0.0005,1.0467,1.4557,0.3550
0.9708,0.0004,0.8671,1.0829,0.3550
1.1706,0.0003,0.6733,1.0687,0.3384
1.1310,0.0003,0.6258,1.2490,0.3378
1.4567,0.0002,0.6072,1.4409,0.3656
1.1884,0.0003,0.6268,1.1760,0.3580
